observed_pre_exit_hashrate_mh,operator_committed_hashrate_mh,committed_share_of_observed_pct,elastic_hashrate_mh,elastic_exit_pct,remaining_honest_hashrate_mh,visible_rental_capacity_mh,rental_overlap_assumption_pct,available_rental_capacity_mh,configurable_owned_hashrate_mh,attacker_visible_plus_owned_hashrate_mh,rental_pct_of_pre_existing_honest,attacker_pct_of_combined_hashrate,visible_rental_alone_exceeds_honest,visible_plus_owned_exceeds_honest,additional_owned_hash_required_to_exceed_honest_mh,committed_hash_status,evidence_class
19.70723840,0.00000000,0.00000000,19.70723840,0.00,19.70723840,10.34630000,0.00,10.34630000,0.00000000,10.34630000,52.49999919,34.42622916,false,false,9.36093841,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,0.00000000,0.00000000,19.70723840,75.00,4.92680960,10.34630000,0.00,10.34630000,2.00000000,12.34630000,209.99999675,71.47699682,true,true,0.00000001,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,0.00000000,0.00000000,19.70723840,75.00,4.92680960,10.34630000,0.00,10.34630000,5.00000000,15.34630000,209.99999675,75.69781007,true,true,0.00000001,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,0.00000000,0.00000000,19.70723840,75.00,4.92680960,10.34630000,0.00,10.34630000,10.00000000,20.34630000,209.99999675,80.50572455,true,true,0.00000001,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,0.00,19.70723840,10.34630000,0.00,10.34630000,0.00000000,10.34630000,52.49999919,34.42622916,false,false,9.36093841,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,0.00,19.70723840,10.34630000,0.00,10.34630000,2.00000000,12.34630000,52.49999919,38.51774442,false,false,9.36093841,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,0.00,19.70723840,10.34630000,0.00,10.34630000,5.00000000,15.34630000,52.49999919,43.77960315,false,false,9.36093841,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,0.00,19.70723840,10.34630000,0.00,10.34630000,10.00000000,20.34630000,52.49999919,50.79775923,false,true,9.36093841,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,10.00,17.93651456,10.34630000,0.00,10.34630000,0.00000000,10.34630000,57.68289020,36.58157846,false,false,7.59021457,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,10.00,17.93651456,10.34630000,0.00,10.34630000,2.00000000,12.34630000,57.68289020,40.76998846,false,false,7.59021457,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,10.00,17.93651456,10.34630000,0.00,10.34630000,5.00000000,15.34630000,57.68289020,46.10878077,false,false,7.59021457,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,10.00,17.93651456,10.34630000,0.00,10.34630000,10.00000000,20.34630000,57.68289020,53.14734623,false,true,7.59021457,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,25.00,15.28042880,10.34630000,0.00,10.34630000,0.00000000,10.34630000,67.70948731,40.37308109,false,false,4.93412881,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,25.00,15.28042880,10.34630000,0.00,10.34630000,2.00000000,12.34630000,67.70948731,44.68969196,false,false,4.93412881,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,25.00,15.28042880,10.34630000,0.00,10.34630000,5.00000000,15.34630000,67.70948731,50.10753875,false,true,4.93412881,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,25.00,15.28042880,10.34630000,0.00,10.34630000,10.00000000,20.34630000,67.70948731,57.10964965,false,true,4.93412881,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,50.00,10.85361920,10.34630000,0.00,10.34630000,0.00000000,10.34630000,95.32580616,48.80348789,false,false,0.50731921,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,50.00,10.85361920,10.34630000,0.00,10.34630000,2.00000000,12.34630000,95.32580616,53.21699569,false,true,0.50731921,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,50.00,10.85361920,10.34630000,0.00,10.34630000,5.00000000,15.34630000,95.32580616,58.57384476,false,true,0.50731921,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,50.00,10.85361920,10.34630000,0.00,10.34630000,10.00000000,20.34630000,95.32580616,65.21266888,false,true,0.50731921,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,75.00,6.42680960,10.34630000,0.00,10.34630000,0.00000000,10.34630000,160.98656478,61.68385140,true,true,0.00000001,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,75.00,6.42680960,10.34630000,0.00,10.34630000,2.00000000,12.34630000,160.98656478,65.76587610,true,true,0.00000001,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,75.00,6.42680960,10.34630000,0.00,10.34630000,5.00000000,15.34630000,160.98656478,70.48281243,true,true,0.00000001,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,2.00000000,10.14855537,17.70723840,75.00,6.42680960,10.34630000,0.00,10.34630000,10.00000000,20.34630000,160.98656478,75.99528147,true,true,0.00000001,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,0.00,19.70723840,10.34630000,0.00,10.34630000,0.00000000,10.34630000,52.49999919,34.42622916,false,false,9.36093841,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,0.00,19.70723840,10.34630000,0.00,10.34630000,2.00000000,12.34630000,52.49999919,38.51774442,false,false,9.36093841,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,0.00,19.70723840,10.34630000,0.00,10.34630000,5.00000000,15.34630000,52.49999919,43.77960315,false,false,9.36093841,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,0.00,19.70723840,10.34630000,0.00,10.34630000,10.00000000,20.34630000,52.49999919,50.79775923,false,true,9.36093841,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,10.00,18.13651456,10.34630000,0.00,10.34630000,0.00000000,10.34630000,57.04679345,36.32471074,false,false,7.79021457,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,10.00,18.13651456,10.34630000,0.00,10.34630000,2.00000000,12.34630000,57.04679345,40.50249355,false,false,7.79021457,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,10.00,18.13651456,10.34630000,0.00,10.34630000,5.00000000,15.34630000,57.04679345,45.83336318,false,false,7.79021457,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,10.00,18.13651456,10.34630000,0.00,10.34630000,10.00000000,20.34630000,57.04679345,52.87113282,false,true,7.79021457,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,25.00,15.78042880,10.34630000,0.00,10.34630000,0.00000000,10.34630000,65.56412459,39.60044167,false,false,5.43412881,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,25.00,15.78042880,10.34630000,0.00,10.34630000,2.00000000,12.34630000,65.56412459,43.89525738,false,false,5.43412881,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,25.00,15.78042880,10.34630000,0.00,10.34630000,5.00000000,15.34630000,65.56412459,49.30264307,false,false,5.43412881,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,25.00,15.78042880,10.34630000,0.00,10.34630000,10.00000000,20.34630000,65.56412459,56.31924250,false,true,5.43412881,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,50.00,11.85361920,10.34630000,0.00,10.34630000,0.00000000,10.34630000,87.28389048,46.60512458,false,false,1.50731921,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,50.00,11.85361920,10.34630000,0.00,10.34630000,2.00000000,12.34630000,87.28389048,51.01793894,false,true,1.50731921,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,50.00,11.85361920,10.34630000,0.00,10.34630000,5.00000000,15.34630000,87.28389048,56.42038819,false,true,1.50731921,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,50.00,11.85361920,10.34630000,0.00,10.34630000,10.00000000,20.34630000,87.28389048,63.18742564,false,true,1.50731921,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,75.00,7.92680960,10.34630000,0.00,10.34630000,0.00000000,10.34630000,130.52287770,56.62035760,true,true,0.00000001,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,75.00,7.92680960,10.34630000,0.00,10.34630000,2.00000000,12.34630000,130.52287770,60.89988287,true,true,0.00000001,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,75.00,7.92680960,10.34630000,0.00,10.34630000,5.00000000,15.34630000,130.52287770,65.94004954,true,true,0.00000001,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
19.70723840,4.00000000,20.29711073,15.70723840,75.00,7.92680960,10.34630000,0.00,10.34630000,10.00000000,20.34630000,130.52287770,71.96343200,true,true,0.00000001,operator-committed under current policy,operator-supplied committed hash plus speculative stress case and frozen observed market/network values; zero-overlap additive rental assumption
